reset,minValue,maxValue,error,kp,ki,kd,tf,DT,I0,EFilt,PTerm,ITerm_in,ITerm_upd,ITerm_sat,DTerm,raw,result
0,-500000000.00050002,350000000.00064993,1000,-300,300,-600,600,300,-600,nan,-300000,-997.86617268386556,89999002.133827314,89999002.133827314,nan,nan,-500000000.00050002
1,-500000000.00050002,350000000.00064993,1000,-300,300,-600,600,300,-600,1000,nan,nan,nan,nan,nan,nan,-600
1,-500000000.00050002,350000000.00064993,1000,-300,300,-600,600,300,-600,1000,nan,nan,nan,nan,nan,nan,-600
1,-500000000.00050002,350000000.00064993,1000,-300,300,-600,600,300,-600,1000,nan,nan,nan,nan,nan,nan,-600
1,-500000000.00050002,350000000.00064993,1000,-300,300,-600,600,300,-600,1000,nan,nan,nan,nan,nan,nan,-600
0,-500000000.00050002,350000000.00064993,0,0,300,-600,600,300,-600,0,0,-997.95744103181323,-997.95744103181323,-997.95744103181323,-1995.6993644568583,-2993.6568054886716,-2993.6568054886716
1,-500000000.00050002,350000000.00064993,0,0,300,-600,600,300,-600,0,nan,nan,nan,nan,nan,nan,-600
0,-500000000.00050002,350000000.00064993,0,0,300,-600,600,300,-600,0,0,-997.84781560955082,-997.84781560955082,-997.84781560955082,-1995.977873283369,-2993.82568889292,-2993.82568889292
0,-500000000.00050002,350000000.00064993,0,0,300,-600,600,300,-600,nan,0,-998.0055492563522,-998.0055492563522,-998.0055492563522,nan,nan,-500000000.00050002
0,-500000000.00050002,350000000.00064993,0,0,300,-600,600,300,-600,nan,0,-997.96948620972398,-997.96948620972398,-997.96948620972398,nan,nan,-500000000.00050002
0,-500000000.00050002,350000000.00064993,0,1,300,-600,600,300,-600,nan,0,-997.9408609322976,-997.9408609322976,-997.9408609322976,nan,nan,-500000000.00050002
1,-500000000.00050002,350000000.00064993,0,1,300,-600,600,300,-600,0,nan,nan,nan,nan,nan,nan,-600
1,-500000000.00050002,350000000.00064993,0,1,300,-600,600,300,-600,0,nan,nan,nan,nan,nan,nan,-600
1,-500000000.00050002,350000000.00064993,0,1,300,-600,600,300,-600,0,nan,nan,nan,nan,nan,nan,-600
1,-500000000.00050002,350000000.00064993,0,1,300,-600,600,300,-600,0,nan,nan,nan,nan,nan,nan,-600
0,-500000000.00050002,350000000.00064993,0,-1,300,-600,600,300,-600,nan,-0,-997.83213565029507,-997.83213565029507,-997.83213565029507,nan,nan,-500000000.00050002
1,-500000000.00050002,350000000.00064993,0,-1,300,-600,600,300,-600,0,nan,nan,nan,nan,nan,nan,-600
0,-500000000.00050002,350000000.00064993,0,-1,300,-600,600,300,-600,0,-0,-997.81515543780915,-997.81515543780915,-997.81515543780915,-1995.84366104633,-2993.6588164841392,-2993.6588164841392
0,-500000000.00050002,350000000.00064993,0,-1,300,-600,600,300,-600,nan,-0,-997.93329319587849,-997.93329319587849,-997.93329319587849,nan,nan,-500000000.00050002
0,-500000000.00050002,350000000.00064993,0,-1,300,-600,600,300,-600,nan,-0,-997.98961984695575,-997.98961984695575,-997.98961984695575,nan,nan,-500000000.00050002
0,-500000000.00050002,350000000.00064993,0,0.5,300,-600,600,300,-600,0,0,-997.79556246446293,-997.79556246446293,-997.79556246446293,-1995.7168601648075,-2993.5124226292705,-2993.5124226292705
1,-500000000.00050002,350000000.00064993,0,0.5,300,-600,600,300,-600,0,nan,nan,nan,nan,nan,nan,-600
1,-500000000.00050002,350000000.00064993,0,0.5,300,-600,600,300,-600,0,nan,nan,nan,nan,nan,nan,-600
1,-500000000.00050002,350000000.00064993,0,0.5,300,-600,600,300,-600,0,nan,nan,nan,nan,nan,nan,-600
1,-500000000.00050002,350000000.00064993,0,0.5,300,-600,600,300,-600,0,nan,nan,nan,nan,nan,nan,-600
0,-500000000.00050002,350000000.00064993,0,-0.25,300,-600,600,300,-600,nan,-0,-997.9545746592031,-997.9545746592031,-997.9545746592031,nan,nan,-500000000.00050002
1,-500000000.00050002,350000000.00064993,0,-0.25,300,-600,600,300,-600,0,nan,nan,nan,nan,nan,nan,-600
0,-500000000.00050002,350000000.00064993,0,-0.25,300,-600,600,300,-600,0,-0,-998.00120686696982,-998.00120686696982,-998.00120686696982,-1995.9681102758464,-2993.9693171428162,-2993.9693171428162
0,-500000000.00050002,350000000.00064993,0,-0.25,300,-600,600,300,-600,nan,-0,-997.98084895831335,-997.98084895831335,-997.98084895831335,nan,nan,-500000000.00050002
0,-500000000.00050002,350000000.00064993,0,-0.25,300,-600,600,300,-600,nan,-0,-998.02811449797684,-998.02811449797684,-998.02811449797684,nan,nan,-500000000.00050002
0,-500000000.00050002,350000000.00064993,0,0.125,300,-600,600,300,-600,nan,0,-997.93404677383353,-997.93404677383353,-997.93404677383353,nan,nan,-500000000.00050002
